new_filename,lighting_level,garbage,bulkywaste,garbagebag,cardboard,litter
2620.jpg,low_light,1,1,0,0,0
16571.jpg,medium_light,0,0,0,0,0
15588.jpg,medium_light,0,0,0,0,0
13234.jpg,low_light,0,0,0,0,0
19368.jpg,low_light,0,0,0,0,0
1166.jpg,high_light,1,0,0,1,0
12780.jpg,low_light,1,0,0,0,1
18040.jpg,medium_light,0,0,0,0,0
555.jpg,low_light,0,0,0,0,0
6503.jpg,high_light,0,0,0,0,0
836.jpg,high_light,1,1,0,0,1
13325.jpg,low_light,1,1,0,0,0
12098.jpg,high_light,0,0,0,0,0
12001.jpg,medium_light,0,0,0,0,0
21733.jpg,high_light,0,0,0,0,0
9215.jpg,high_light,0,0,0,0,0
5782.jpg,high_light,0,0,0,0,0
22694.jpg,low_light,1,0,0,1,0
9666.jpg,high_light,0,0,0,0,0
166.jpg,medium_light,0,0,0,0,0
24055.jpg,high_light,0,0,0,0,0
17334.jpg,medium_light,0,0,0,0,0
14557.jpg,medium_light,0,0,0,0,0
10780.jpg,low_light,1,1,1,1,1
13071.jpg,low_light,1,1,1,1,1
17969.jpg,medium_light,1,0,1,0,0
220.jpg,medium_light,1,1,1,0,1
22214.jpg,low_light,1,0,0,0,1
3931.jpg,high_light,0,0,0,0,0
13776.jpg,high_light,0,0,0,0,0
8405.jpg,low_light,0,0,0,0,0
231.jpg,high_light,0,0,0,0,0
23168.jpg,low_light,0,0,0,0,0
23684.jpg,low_light,0,0,0,0,0
24701.jpg,high_light,0,0,0,0,0
7458.jpg,high_light,0,0,0,0,0
23020.jpg,medium_light,0,0,0,0,0
19059.jpg,high_light,0,0,0,0,0
7660.jpg,low_light,1,1,0,0,0
8120.jpg,high_light,0,0,0,0,0
4726.jpg,high_light,0,0,0,0,0
18162.jpg,medium_light,1,1,0,1,0
5487.jpg,medium_light,0,0,0,0,0
11071.jpg,low_light,0,0,0,0,0
6468.jpg,high_light,0,0,0,0,0
18402.jpg,medium_light,0,0,0,0,0
7639.jpg,high_light,0,0,0,0,0
21905.jpg,medium_light,0,0,0,0,0
4023.jpg,low_light,1,1,0,0,0
16044.jpg,medium_light,1,1,0,1,1
21414.jpg,medium_light,0,0,0,0,0
14050.jpg,medium_light,1,1,0,0,1
16487.jpg,high_light,0,0,0,0,0
24212.jpg,low_light,0,0,0,0,0
17418.jpg,low_light,0,0,0,0,0
4022.jpg,low_light,1,1,1,1,1
1374.jpg,medium_light,0,0,0,0,0
20657.jpg,high_light,1,0,1,1,1
21798.jpg,high_light,0,0,0,0,0
8483.jpg,low_light,1,0,0,1,0
9774.jpg,medium_light,1,1,0,1,0
22204.jpg,medium_light,0,0,0,0,0
4845.jpg,medium_light,0,0,0,0,0
2112.jpg,high_light,0,0,0,0,0
16698.jpg,high_light,0,0,0,0,0
9.jpg,medium_light,1,0,1,0,0
16567.jpg,high_light,0,0,0,0,0
429.jpg,medium_light,0,0,0,0,0
21095.jpg,medium_light,1,0,0,1,1
12602.jpg,low_light,0,0,0,0,0
4530.jpg,high_light,0,0,0,0,0
5250.jpg,low_light,0,0,0,0,0
13985.jpg,medium_light,1,1,0,1,0
14438.jpg,high_light,1,0,0,0,1
4584.jpg,low_light,0,0,0,0,0
7763.jpg,low_light,0,0,0,0,0
1375.jpg,high_light,0,0,0,0,0
15774.jpg,high_light,0,0,0,0,0
1044.jpg,high_light,0,0,0,0,0
15567.jpg,low_light,1,1,0,1,1
22404.jpg,low_light,0,0,0,0,0
16770.jpg,high_light,0,0,0,0,0
11699.jpg,medium_light,0,0,0,0,0
3279.jpg,high_light,1,1,0,0,0
12792.jpg,high_light,0,0,0,0,0
521.jpg,medium_light,1,1,1,1,1
23628.jpg,low_light,1,0,0,1,1
18249.jpg,high_light,0,0,0,0,0
2052.jpg,high_light,1,0,0,0,1
23300.jpg,low_light,1,1,0,0,0
6833.jpg,low_light,1,1,1,1,1
5719.jpg,medium_light,0,0,0,0,0
20942.jpg,low_light,1,0,0,1,1
23888.jpg,low_light,0,0,0,0,0
12466.jpg,medium_light,1,1,0,0,0
3032.jpg,high_light,0,0,0,0,0
5504.jpg,low_light,1,0,0,1,0
21694.jpg,low_light,1,1,1,0,1
19355.jpg,medium_light,1,0,1,0,1
11759.jpg,high_light,0,0,0,0,0
23210.jpg,medium_light,1,0,1,1,0
13953.jpg,low_light,0,0,0,0,0
6231.jpg,medium_light,0,0,0,0,0
4170.jpg,medium_light,0,0,0,0,0
23703.jpg,low_light,0,0,0,0,0
3189.jpg,low_light,0,0,0,0,0
20079.jpg,medium_light,0,0,0,0,0
21269.jpg,low_light,0,0,0,0,0
14432.jpg,medium_light,0,0,0,0,0
3824.jpg,high_light,1,0,0,0,1
5382.jpg,high_light,1,0,0,0,1
5179.jpg,high_light,1,1,0,0,0
14503.jpg,high_light,0,0,0,0,0
11794.jpg,medium_light,0,0,0,0,0
16395.jpg,high_light,0,0,0,0,0
21488.jpg,low_light,1,0,0,1,1
18655.jpg,high_light,1,1,0,1,0
18110.jpg,low_light,0,0,0,0,0
20399.jpg,low_light,1,1,0,1,1
14394.jpg,low_light,0,0,0,0,0
24143.jpg,low_light,0,0,0,0,0
20692.jpg,low_light,0,0,0,0,0
8083.jpg,medium_light,0,0,0,0,0
5401.jpg,medium_light,0,0,0,0,0
19231.jpg,high_light,0,0,0,0,0
7845.jpg,low_light,0,0,0,0,0
18430.jpg,high_light,1,0,0,1,1
22262.jpg,high_light,0,0,0,0,0
17285.jpg,high_light,0,0,0,0,0
1647.jpg,high_light,0,0,0,0,0
17391.jpg,low_light,0,0,0,0,0
453.jpg,medium_light,1,1,0,1,0
11734.jpg,low_light,1,1,1,1,1
8803.jpg,high_light,0,0,0,0,0
11276.jpg,low_light,0,0,0,0,0
9921.jpg,high_light,0,0,0,0,0
14980.jpg,medium_light,1,0,0,0,1
18128.jpg,medium_light,0,0,0,0,0
13422.jpg,low_light,1,0,0,1,1
15328.jpg,high_light,0,0,0,0,0
17202.jpg,high_light,0,0,0,0,0
305.jpg,medium_light,0,0,0,0,0
6188.jpg,low_light,1,1,1,0,1
23571.jpg,medium_light,0,0,0,0,0
1107.jpg,low_light,0,0,0,0,0
15089.jpg,low_light,1,0,0,0,1
14377.jpg,low_light,1,0,1,0,0
9681.jpg,medium_light,1,0,0,0,1
4420.jpg,medium_light,1,0,0,1,1
14598.jpg,medium_light,1,0,0,1,0
24373.jpg,medium_light,1,1,0,1,0
22087.jpg,high_light,1,0,0,0,1
2984.jpg,low_light,0,0,0,0,0
10433.jpg,high_light,0,0,0,0,0
18839.jpg,medium_light,0,0,0,0,0
1680.jpg,high_light,1,1,1,1,0
344.jpg,low_light,0,0,0,0,0
9071.jpg,medium_light,0,0,0,0,0
13638.jpg,high_light,0,0,0,0,0
11053.jpg,medium_light,0,0,0,0,0
24122.jpg,medium_light,0,0,0,0,0
650.jpg,medium_light,1,0,0,1,0
14348.jpg,low_light,0,0,0,0,0
17847.jpg,low_light,1,0,0,1,0
5761.jpg,medium_light,0,0,0,0,0
5519.jpg,medium_light,0,0,0,0,0
12716.jpg,medium_light,1,1,0,1,0
21601.jpg,high_light,0,0,0,0,0
8163.jpg,high_light,0,0,0,0,0
11430.jpg,high_light,0,0,0,0,0
18305.jpg,medium_light,1,0,0,0,1
5071.jpg,low_light,0,0,0,0,0
8958.jpg,medium_light,1,1,0,1,1
764.jpg,medium_light,0,0,0,0,0
21087.jpg,high_light,1,0,0,0,1
20105.jpg,high_light,0,0,0,0,0
9398.jpg,low_light,0,0,0,0,0
15781.jpg,low_light,1,0,0,1,0
5366.jpg,medium_light,0,0,0,0,0
10796.jpg,medium_light,0,0,0,0,0
5936.jpg,medium_light,1,1,0,1,0
12623.jpg,medium_light,1,1,0,1,0
20278.jpg,high_light,0,0,0,0,0
7497.jpg,high_light,0,0,0,0,0
14253.jpg,medium_light,0,0,0,0,0
2789.jpg,high_light,1,0,0,0,1
7225.jpg,medium_light,0,0,0,0,0
22421.jpg,low_light,0,0,0,0,0
8015.jpg,high_light,0,0,0,0,0
2185.jpg,high_light,0,0,0,0,0
911.jpg,low_light,0,0,0,0,0
21100.jpg,medium_light,0,0,0,0,0
9620.jpg,low_light,1,1,0,0,0
24651.jpg,high_light,0,0,0,0,0
902.jpg,high_light,0,0,0,0,0
19591.jpg,medium_light,1,1,0,1,0
15733.jpg,high_light,0,0,0,0,0
19409.jpg,medium_light,1,1,0,1,0
15168.jpg,high_light,0,0,0,0,0
2972.jpg,high_light,0,0,0,0,0
5081.jpg,high_light,1,0,0,1,0
20528.jpg,medium_light,0,0,0,0,0
24366.jpg,high_light,0,0,0,0,0
18909.jpg,medium_light,0,0,0,0,0
14382.jpg,low_light,0,0,0,0,0
9690.jpg,high_light,0,0,0,0,0
17160.jpg,medium_light,1,1,0,1,1
6305.jpg,high_light,0,0,0,0,0
1833.jpg,medium_light,0,0,0,0,0
13880.jpg,low_light,0,0,0,0,0
24787.jpg,high_light,0,0,0,0,0
9633.jpg,medium_light,0,0,0,0,0
860.jpg,medium_light,0,0,0,0,0
17082.jpg,high_light,1,0,0,0,1
15534.jpg,medium_light,1,1,1,1,1
1364.jpg,low_light,1,0,0,1,0
18570.jpg,low_light,0,0,0,0,0
15818.jpg,medium_light,1,0,0,1,0
17190.jpg,high_light,0,0,0,0,0
21192.jpg,medium_light,1,1,0,1,1
15942.jpg,low_light,0,0,0,0,0
16683.jpg,high_light,0,0,0,0,0
2231.jpg,medium_light,0,0,0,0,0
8661.jpg,high_light,1,0,0,0,1
17958.jpg,low_light,0,0,0,0,0
18091.jpg,low_light,0,0,0,0,0
7291.jpg,medium_light,1,0,0,0,1
21567.jpg,high_light,1,0,0,0,1
18853.jpg,high_light,0,0,0,0,0
10275.jpg,high_light,0,0,0,0,0
11264.jpg,low_light,0,0,0,0,0
3903.jpg,medium_light,1,1,0,0,1
6983.jpg,medium_light,0,0,0,0,0
7342.jpg,high_light,0,0,0,0,0
798.jpg,high_light,0,0,0,0,0
5489.jpg,low_light,0,0,0,0,0
24927.jpg,medium_light,0,0,0,0,0
7326.jpg,low_light,1,1,0,1,0
2572.jpg,low_light,1,1,0,1,1
4706.jpg,medium_light,1,0,1,0,0
18985.jpg,low_light,0,0,0,0,0
23678.jpg,low_light,0,0,0,0,0
6356.jpg,low_light,1,0,1,1,0
12981.jpg,high_light,0,0,0,0,0
21485.jpg,high_light,0,0,0,0,0
13587.jpg,medium_light,1,1,0,1,1
22213.jpg,low_light,1,1,0,0,0
13930.jpg,low_light,1,1,0,1,0
20841.jpg,low_light,1,0,0,1,1
22367.jpg,medium_light,1,1,1,1,0
22885.jpg,low_light,1,0,0,0,1
4564.jpg,low_light,0,0,0,0,0
18355.jpg,medium_light,0,0,0,0,0
6448.jpg,medium_light,1,1,0,1,0
12553.jpg,low_light,1,1,1,0,0
19836.jpg,high_light,0,0,0,0,0
14660.jpg,high_light,1,0,0,0,1
18132.jpg,high_light,0,0,0,0,0
13060.jpg,low_light,1,0,0,0,1
11782.jpg,low_light,0,0,0,0,0
1278.jpg,low_light,0,0,0,0,0
21907.jpg,low_light,0,0,0,0,0
23418.jpg,low_light,1,0,0,0,1
24854.jpg,low_light,1,1,0,1,0
4904.jpg,low_light,0,0,0,0,0
4740.jpg,medium_light,0,0,0,0,0
2456.jpg,medium_light,1,0,0,1,1
3329.jpg,low_light,0,0,0,0,0
6334.jpg,high_light,0,0,0,0,0
1164.jpg,low_light,0,0,0,0,0
12588.jpg,medium_light,0,0,0,0,0
4092.jpg,medium_light,0,0,0,0,0
7198.jpg,low_light,0,0,0,0,0
10584.jpg,high_light,0,0,0,0,0
22418.jpg,medium_light,1,1,0,1,1
10062.jpg,medium_light,0,0,0,0,0
22659.jpg,low_light,0,0,0,0,0
146.jpg,medium_light,1,1,0,1,1
21928.jpg,medium_light,1,0,0,1,1
17250.jpg,low_light,1,1,0,0,0
8767.jpg,low_light,0,0,0,0,0
20504.jpg,high_light,0,0,0,0,0
13834.jpg,high_light,0,0,0,0,0
19982.jpg,low_light,1,1,0,1,1
10731.jpg,medium_light,1,0,0,0,1
9203.jpg,high_light,0,0,0,0,0
2250.jpg,low_light,0,0,0,0,0
19935.jpg,medium_light,0,0,0,0,0
1288.jpg,high_light,1,1,0,1,1
8164.jpg,high_light,0,0,0,0,0
17270.jpg,low_light,0,0,0,0,0
3143.jpg,high_light,0,0,0,0,0
14320.jpg,low_light,0,0,0,0,0
1174.jpg,medium_light,1,0,0,0,1
10370.jpg,high_light,0,0,0,0,0
20818.jpg,low_light,1,0,0,0,1
6669.jpg,medium_light,0,0,0,0,0
2061.jpg,medium_light,0,0,0,0,0
11936.jpg,high_light,0,0,0,0,0
7356.jpg,medium_light,1,1,1,0,0
7949.jpg,high_light,0,0,0,0,0
20962.jpg,medium_light,1,0,1,0,0
5433.jpg,high_light,1,0,0,1,0
7535.jpg,low_light,1,1,0,1,0
8260.jpg,high_light,0,0,0,0,0
19628.jpg,medium_light,1,0,0,1,0
22306.jpg,high_light,1,0,0,1,0
17421.jpg,low_light,1,1,0,1,1
13160.jpg,high_light,0,0,0,0,0
23820.jpg,low_light,0,0,0,0,0
804.jpg,medium_light,1,0,0,0,1
11626.jpg,high_light,0,0,0,0,0
10697.jpg,medium_light,0,0,0,0,0
8527.jpg,low_light,0,0,0,0,0
22148.jpg,high_light,0,0,0,0,0
24990.jpg,medium_light,1,1,0,0,1
2844.jpg,high_light,0,0,0,0,0
5.jpg,low_light,1,1,0,0,0
22320.jpg,high_light,0,0,0,0,0
10844.jpg,low_light,1,1,0,0,0
5334.jpg,high_light,0,0,0,0,0
13708.jpg,low_light,1,1,0,0,0
4453.jpg,low_light,1,0,0,0,1
12526.jpg,high_light,0,0,0,0,0
9547.jpg,high_light,1,1,1,0,0
6627.jpg,high_light,1,0,0,0,1
5616.jpg,medium_light,0,0,0,0,0
21646.jpg,medium_light,0,0,0,0,0
11982.jpg,medium_light,1,1,0,1,0
1813.jpg,low_light,0,0,0,0,0
22427.jpg,medium_light,0,0,0,0,0
7047.jpg,medium_light,0,0,0,0,0
10376.jpg,high_light,0,0,0,0,0
4548.jpg,high_light,0,0,0,0,0
19712.jpg,high_light,1,1,1,0,1
11729.jpg,low_light,1,0,0,1,0
2713.jpg,medium_light,1,1,0,1,0
23003.jpg,high_light,0,0,0,0,0
19064.jpg,high_light,1,0,0,1,0
8850.jpg,medium_light,0,0,0,0,0
16788.jpg,medium_light,0,0,0,0,0
22841.jpg,high_light,0,0,0,0,0
15203.jpg,low_light,0,0,0,0,0
8409.jpg,high_light,0,0,0,0,0
9954.jpg,low_light,1,1,1,0,0
19782.jpg,high_light,1,1,0,0,0
20579.jpg,medium_light,1,0,0,0,1
8305.jpg,low_light,1,1,1,1,1
4168.jpg,medium_light,0,0,0,0,0
18115.jpg,medium_light,1,0,0,1,0
13146.jpg,high_light,0,0,0,0,0
4461.jpg,high_light,0,0,0,0,0
13668.jpg,medium_light,0,0,0,0,0
9952.jpg,high_light,0,0,0,0,0
12089.jpg,high_light,0,0,0,0,0
2628.jpg,medium_light,0,0,0,0,0
7661.jpg,medium_light,1,1,1,1,1
1692.jpg,low_light,0,0,0,0,0
20100.jpg,high_light,0,0,0,0,0
24566.jpg,high_light,0,0,0,0,0
8443.jpg,low_light,1,0,0,0,1
12105.jpg,medium_light,0,0,0,0,0
19175.jpg,high_light,0,0,0,0,0
7481.jpg,low_light,0,0,0,0,0
9932.jpg,high_light,0,0,0,0,0
6176.jpg,high_light,0,0,0,0,0
1413.jpg,low_light,1,1,0,1,0
8269.jpg,medium_light,0,0,0,0,0
3225.jpg,low_light,0,0,0,0,0
17621.jpg,low_light,0,0,0,0,0
16403.jpg,low_light,0,0,0,0,0
24201.jpg,low_light,0,0,0,0,0
16870.jpg,medium_light,1,1,0,1,1
9278.jpg,medium_light,1,1,0,0,0
16745.jpg,medium_light,0,0,0,0,0
3176.jpg,high_light,0,0,0,0,0
19173.jpg,medium_light,0,0,0,0,0
21994.jpg,low_light,0,0,0,0,0
11610.jpg,low_light,0,0,0,0,0
4345.jpg,medium_light,0,0,0,0,0
22826.jpg,medium_light,0,0,0,0,0
19262.jpg,medium_light,0,0,0,0,0
17206.jpg,low_light,0,0,0,0,0
2510.jpg,low_light,1,0,0,1,1
10804.jpg,low_light,1,1,1,1,1
5940.jpg,medium_light,0,0,0,0,0
11380.jpg,medium_light,0,0,0,0,0
23617.jpg,high_light,0,0,0,0,0
17654.jpg,medium_light,1,0,1,0,0
11280.jpg,medium_light,0,0,0,0,0
15871.jpg,low_light,1,0,1,1,0
7657.jpg,low_light,1,1,0,1,1
10271.jpg,high_light,0,0,0,0,0
11367.jpg,high_light,1,1,0,1,0
12651.jpg,low_light,0,0,0,0,0
10266.jpg,high_light,0,0,0,0,0
15277.jpg,high_light,0,0,0,0,0
3942.jpg,high_light,0,0,0,0,0
18026.jpg,medium_light,1,1,1,0,0
3899.jpg,high_light,0,0,0,0,0
16391.jpg,high_light,0,0,0,0,0
6545.jpg,high_light,0,0,0,0,0
14829.jpg,medium_light,0,0,0,0,0
16695.jpg,low_light,1,0,0,1,0
328.jpg,low_light,0,0,0,0,0
6112.jpg,medium_light,1,0,1,0,1
11051.jpg,high_light,0,0,0,0,0
23746.jpg,high_light,1,0,0,0,1
19650.jpg,high_light,0,0,0,0,0
15936.jpg,low_light,1,1,1,0,1
5994.jpg,low_light,1,1,1,1,0
23385.jpg,medium_light,0,0,0,0,0
20353.jpg,low_light,1,1,0,0,0
8934.jpg,medium_light,1,1,0,0,1
9359.jpg,high_light,0,0,0,0,0
23013.jpg,medium_light,1,0,0,0,1
21703.jpg,medium_light,1,1,0,1,0
10498.jpg,low_light,1,1,0,1,0
3810.jpg,medium_light,0,0,0,0,0
7541.jpg,medium_light,0,0,0,0,0
14881.jpg,medium_light,0,0,0,0,0
3783.jpg,low_light,1,0,0,0,1
1091.jpg,low_light,1,1,1,1,1
17705.jpg,medium_light,0,0,0,0,0
12103.jpg,low_light,1,0,0,1,0
10984.jpg,medium_light,0,0,0,0,0
12501.jpg,low_light,0,0,0,0,0
22687.jpg,high_light,1,0,0,0,1
13986.jpg,low_light,0,0,0,0,0
2689.jpg,medium_light,0,0,0,0,0
15699.jpg,medium_light,0,0,0,0,0
17811.jpg,medium_light,1,1,0,1,0
3371.jpg,medium_light,0,0,0,0,0
19853.jpg,high_light,0,0,0,0,0
19569.jpg,high_light,0,0,0,0,0
7694.jpg,high_light,1,0,0,0,1
4513.jpg,medium_light,0,0,0,0,0
123.jpg,medium_light,0,0,0,0,0
20377.jpg,high_light,0,0,0,0,0
9277.jpg,medium_light,0,0,0,0,0
10332.jpg,low_light,1,1,0,0,0
15474.jpg,low_light,0,0,0,0,0
9899.jpg,low_light,1,1,0,1,0
17900.jpg,low_light,1,1,1,0,0
18762.jpg,low_light,0,0,0,0,0
3924.jpg,medium_light,1,1,0,1,1
17226.jpg,high_light,0,0,0,0,0
18949.jpg,high_light,0,0,0,0,0
20305.jpg,low_light,0,0,0,0,0
3495.jpg,low_light,1,0,0,1,0
13794.jpg,low_light,0,0,0,0,0
17980.jpg,medium_light,1,0,0,0,1
20978.jpg,low_light,0,0,0,0,0
17033.jpg,low_light,0,0,0,0,0
9659.jpg,high_light,0,0,0,0,0
19350.jpg,high_light,0,0,0,0,0
1380.jpg,low_light,1,0,1,0,1
15248.jpg,medium_light,1,1,0,0,0
17147.jpg,medium_light,0,0,0,0,0
22423.jpg,high_light,0,0,0,0,0
16139.jpg,high_light,1,1,0,1,0
23313.jpg,high_light,0,0,0,0,0
24244.jpg,medium_light,0,0,0,0,0
7049.jpg,low_light,1,1,0,1,0
10848.jpg,medium_light,1,1,1,1,0
1061.jpg,low_light,1,1,0,0,0
23944.jpg,high_light,0,0,0,0,0
8224.jpg,medium_light,0,0,0,0,0
5420.jpg,medium_light,1,1,1,1,0
14614.jpg,medium_light,0,0,0,0,0
2256.jpg,high_light,0,0,0,0,0
12173.jpg,low_light,0,0,0,0,0
18738.jpg,low_light,0,0,0,0,0
9538.jpg,medium_light,1,1,0,0,0
24248.jpg,low_light,0,0,0,0,0
9406.jpg,high_light,1,1,0,0,1
23411.jpg,high_light,0,0,0,0,0
12579.jpg,low_light,0,0,0,0,0
10024.jpg,low_light,0,0,0,0,0
13817.jpg,medium_light,0,0,0,0,0
24354.jpg,medium_light,0,0,0,0,0
7039.jpg,low_light,0,0,0,0,0
23898.jpg,high_light,0,0,0,0,0
17667.jpg,high_light,0,0,0,0,0
12309.jpg,high_light,0,0,0,0,0
18598.jpg,low_light,0,0,0,0,0
17006.jpg,low_light,0,0,0,0,0
13547.jpg,high_light,0,0,0,0,0
2128.jpg,low_light,0,0,0,0,0
2802.jpg,low_light,1,0,0,1,0
2711.jpg,high_light,0,0,0,0,0
14082.jpg,medium_light,0,0,0,0,0
9925.jpg,medium_light,1,1,1,1,1
5741.jpg,high_light,0,0,0,0,0
17428.jpg,medium_light,0,0,0,0,0
1524.jpg,medium_light,0,0,0,0,0
15391.jpg,high_light,0,0,0,0,0
3253.jpg,low_light,0,0,0,0,0
21021.jpg,high_light,0,0,0,0,0
10857.jpg,low_light,1,0,0,1,0
772.jpg,low_light,1,0,1,0,0
14378.jpg,high_light,0,0,0,0,0
4387.jpg,medium_light,0,0,0,0,0
15506.jpg,low_light,1,1,0,0,0
13623.jpg,high_light,1,0,0,0,1
3939.jpg,high_light,0,0,0,0,0
6576.jpg,medium_light,0,0,0,0,0
4769.jpg,high_light,0,0,0,0,0
9891.jpg,high_light,0,0,0,0,0
1303.jpg,medium_light,1,1,0,0,1
19067.jpg,high_light,0,0,0,0,0
10725.jpg,low_light,0,0,0,0,0
1905.jpg,low_light,0,0,0,0,0
20378.jpg,low_light,0,0,0,0,0
15833.jpg,high_light,1,1,0,1,1
9319.jpg,low_light,1,1,0,1,0
4117.jpg,low_light,0,0,0,0,0
6350.jpg,high_light,0,0,0,0,0
16150.jpg,medium_light,1,1,1,1,1
20655.jpg,low_light,0,0,0,0,0
2333.jpg,high_light,1,0,1,0,0
8027.jpg,low_light,0,0,0,0,0
24788.jpg,low_light,1,0,0,0,1
9648.jpg,high_light,1,0,0,0,1
6885.jpg,low_light,1,1,0,1,1
12493.jpg,low_light,1,1,0,1,1
4717.jpg,low_light,1,1,0,0,0
6173.jpg,low_light,0,0,0,0,0
16012.jpg,low_light,0,0,0,0,0
10472.jpg,low_light,0,0,0,0,0
1182.jpg,low_light,0,0,0,0,0
21970.jpg,high_light,1,0,0,0,1
7555.jpg,high_light,0,0,0,0,0
12252.jpg,low_light,0,0,0,0,0
236.jpg,low_light,0,0,0,0,0
22101.jpg,medium_light,0,0,0,0,0
13842.jpg,medium_light,0,0,0,0,0
23185.jpg,medium_light,0,0,0,0,0
8219.jpg,high_light,0,0,0,0,0
12821.jpg,medium_light,0,0,0,0,0
20617.jpg,medium_light,0,0,0,0,0
23756.jpg,low_light,1,0,0,1,1
494.jpg,high_light,0,0,0,0,0
6506.jpg,high_light,0,0,0,0,0
24741.jpg,medium_light,0,0,0,0,0
10301.jpg,medium_light,0,0,0,0,0
23057.jpg,medium_light,0,0,0,0,0
15079.jpg,medium_light,0,0,0,0,0
14483.jpg,low_light,0,0,0,0,0
22652.jpg,high_light,1,0,0,0,1
18569.jpg,high_light,0,0,0,0,0
1695.jpg,high_light,0,0,0,0,0
4657.jpg,high_light,0,0,0,0,0
18313.jpg,low_light,1,1,0,0,1
20475.jpg,medium_light,1,0,0,1,0
17777.jpg,low_light,0,0,0,0,0
11757.jpg,medium_light,0,0,0,0,0
2179.jpg,low_light,1,0,0,1,1
4440.jpg,high_light,0,0,0,0,0
15615.jpg,medium_light,0,0,0,0,0
6597.jpg,medium_light,0,0,0,0,0
24422.jpg,medium_light,0,0,0,0,0
850.jpg,low_light,1,0,0,0,1
16778.jpg,low_light,0,0,0,0,0
20537.jpg,low_light,1,0,0,1,0
11133.jpg,medium_light,0,0,0,0,0
9091.jpg,medium_light,1,1,0,1,0
17691.jpg,high_light,0,0,0,0,0
13501.jpg,medium_light,0,0,0,0,0
24824.jpg,medium_light,1,0,0,0,1
6047.jpg,low_light,1,0,0,0,1
3446.jpg,medium_light,1,0,0,0,1
17172.jpg,high_light,1,0,0,0,1
21452.jpg,medium_light,0,0,0,0,0
2445.jpg,low_light,1,0,1,0,0
3387.jpg,high_light,1,0,0,0,1
11088.jpg,low_light,1,1,0,0,0
6735.jpg,medium_light,1,1,0,1,1
5375.jpg,high_light,0,0,0,0,0
14083.jpg,medium_light,0,0,0,0,0
19893.jpg,medium_light,1,1,0,0,1
23236.jpg,low_light,0,0,0,0,0
10215.jpg,high_light,0,0,0,0,0
8182.jpg,high_light,0,0,0,0,0
8999.jpg,medium_light,0,0,0,0,0
6673.jpg,medium_light,0,0,0,0,0
23296.jpg,high_light,0,0,0,0,0
21607.jpg,low_light,0,0,0,0,0
22199.jpg,high_light,0,0,0,0,0
11581.jpg,medium_light,0,0,0,0,0
2845.jpg,medium_light,1,1,0,0,1
23507.jpg,low_light,0,0,0,0,0
3182.jpg,low_light,0,0,0,0,0
9367.jpg,low_light,1,1,0,0,1
15333.jpg,low_light,1,1,0,0,0
21990.jpg,medium_light,0,0,0,0,0
19124.jpg,high_light,0,0,0,0,0
8625.jpg,low_light,1,1,1,0,0
17730.jpg,low_light,1,1,1,0,1
15247.jpg,medium_light,1,0,0,0,1
17214.jpg,low_light,1,0,0,1,0
11397.jpg,high_light,0,0,0,0,0
11237.jpg,medium_light,0,0,0,0,0
12917.jpg,low_light,1,1,0,1,1
2076.jpg,low_light,0,0,0,0,0
23298.jpg,high_light,0,0,0,0,0
17494.jpg,medium_light,0,0,0,0,0
3961.jpg,high_light,0,0,0,0,0
196.jpg,medium_light,1,0,0,0,1
10640.jpg,low_light,1,0,0,1,0
14855.jpg,low_light,1,1,0,1,0
8560.jpg,low_light,1,0,0,0,1
4422.jpg,low_light,1,0,0,1,0
173.jpg,medium_light,0,0,0,0,0
8065.jpg,low_light,1,0,0,0,1
16617.jpg,medium_light,0,0,0,0,0
17902.jpg,low_light,0,0,0,0,0
20225.jpg,medium_light,0,0,0,0,0
19659.jpg,high_light,0,0,0,0,0
3109.jpg,low_light,1,1,1,0,1
9334.jpg,high_light,0,0,0,0,0
13379.jpg,high_light,0,0,0,0,0
9228.jpg,high_light,0,0,0,0,0
9515.jpg,medium_light,0,0,0,0,0
11108.jpg,high_light,0,0,0,0,0
12975.jpg,medium_light,1,1,0,1,0
23075.jpg,medium_light,1,1,0,0,0
7617.jpg,low_light,0,0,0,0,0
11735.jpg,medium_light,0,0,0,0,0
152.jpg,low_light,0,0,0,0,0
13372.jpg,high_light,0,0,0,0,0
2017.jpg,low_light,0,0,0,0,0
12760.jpg,medium_light,0,0,0,0,0
4725.jpg,high_light,0,0,0,0,0
20343.jpg,high_light,0,0,0,0,0
17890.jpg,high_light,0,0,0,0,0
16249.jpg,medium_light,0,0,0,0,0
16982.jpg,low_light,1,1,1,0,0
6565.jpg,low_light,0,0,0,0,0
14877.jpg,low_light,1,1,1,1,0
3959.jpg,medium_light,0,0,0,0,0
6823.jpg,high_light,0,0,0,0,0
11122.jpg,low_light,0,0,0,0,0
21722.jpg,low_light,0,0,0,0,0
20453.jpg,medium_light,1,1,1,1,1
171.jpg,medium_light,0,0,0,0,0
3550.jpg,high_light,0,0,0,0,0
16573.jpg,medium_light,1,0,0,0,1
24441.jpg,low_light,1,0,0,1,0
7029.jpg,medium_light,1,1,0,0,0
11415.jpg,medium_light,1,0,0,0,1
20118.jpg,high_light,1,0,0,0,1
10620.jpg,high_light,0,0,0,0,0
22798.jpg,low_light,0,0,0,0,0
23175.jpg,high_light,0,0,0,0,0
